Size,toolchain,instrumentation,nodes,cores,benchmark,grand_mean_avg,se_avg,median_p50,mean_p90,worst_p90,mean_p99,worst_p99
1.0,gompi2024a,ON,4,4,collective-osu_neighbor_allgather,2.28,0.005773502691896263,2.23,2.2733333333333334,2.28,3.893333333333333,3.91
1.0,gompi2024a,ON,4,4,collective-osu_neighbor_allgatherv,2.2899999999999996,0.005773502691896263,2.25,2.29,2.29,3.86,3.91
1.0,gompi2024a,ON,4,4,collective-osu_neighbor_alltoall,2.2933333333333334,0.0033333333333332624,2.24,2.2866666666666666,2.29,3.9766666666666666,3.99
1.0,gompi2024a,ON,4,4,collective-osu_neighbor_alltoallv,2.3000000000000003,0.005773502691896263,2.26,2.3000000000000003,2.31,3.86,3.94
1.0,gompi2024a,ON,4,4,collective-osu_neighbor_alltoallw,2.3833333333333333,0.04333333333333345,2.28,2.33,2.33,4.036666666666666,4.12
1.0,gompi2024a,ON,4,4,collective-osu_scatter,1.02,0.005773502691896263,0.98,1.0333333333333334,1.04,2.4,2.51
1.0,gompi2024a,ON,4,4,collective-osu_scatter_persistent,1.0,0.005773502691896263,0.95,0.9833333333333334,0.99,2.7566666666666664,2.8
1.0,gompi2024a,ON,4,4,collective-osu_scatterv,0.8266666666666667,0.003333333333333336,0.78,0.8133333333333334,0.82,2.24,2.29
1.0,gompi2024a,ON,4,4,collective-osu_scatterv_persistent,0.9966666666666667,0.003333333333333336,0.95,0.98,0.98,2.716666666666667,2.75
1.0,gompi2024a,ON,4,96,collective-osu_allgather,8.163333333333334,0.038441875315569425,7.42,11.053333333333333,11.15,13.003333333333332,13.17
1.0,gompi2024a,ON,4,96,collective-osu_allgather_persistent,92.77666666666666,0.31866039045423666,92.6,94.81,95.25,97.04333333333334,97.51
1.0,gompi2024a,ON,4,96,collective-osu_allgatherv,14.986666666666666,0.060644684662200576,14.07,19.266666666666666,19.35,20.86,20.92
