Size,Avg Latency(us),P50 Tail Lat(us),P90 Tail Lat(us),P99 Tail Lat(us),toolchain,instrumentation,nodes,cores,benchmark
262144,68.46,68.32,68.89,69.79,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.24,119.97,120.84,122.64,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,205.99,207.31,210.32,211.01,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.63,1.62,1.65,2.03,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.63,1.62,1.65,1.79,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.62,1.61,1.63,1.75,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.65,1.65,1.68,1.82,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.05,2.01,2.27,2.41,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.08,2.03,2.29,2.4,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.64,2.61,2.79,2.92,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.77,2.73,2.93,3.02,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.98,2.94,3.13,3.25,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.81,3.86,4.05,4.32,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.14,5.11,5.38,5.72,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.65,7.67,8.1,8.47,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.16,15.96,16.47,18.77,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.72,26.69,26.91,28.09,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.04,132.95,133.86,134.81,intel2024a,OFF,4,4,collective-osu_allreduce
131072,52.97,52.72,53.37,57.11,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.45,68.36,68.82,69.83,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.23,119.89,120.58,123.59,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,205.01,204.42,209.83,211.68,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.64,1.62,1.65,1.92,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.63,1.62,1.64,1.79,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.62,1.61,1.63,1.79,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.65,1.65,1.68,1.79,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.05,2.01,2.26,2.37,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.09,2.05,2.27,2.43,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.64,2.59,2.79,2.99,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.77,2.72,2.93,3.07,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.98,2.93,3.14,3.25,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.83,3.87,4.07,4.3,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.16,5.12,5.39,5.85,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.51,7.42,8.01,8.48,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.21,15.96,16.29,21.69,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.66,26.62,26.88,28.27,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.41,133.23,133.93,137.2,intel2024a,OFF,4,4,collective-osu_allreduce
131072,53.08,52.83,53.86,56.19,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.36,68.24,68.83,70.11,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.16,120.0,120.62,122.15,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,209.96,209.59,211.98,215.12,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.64,1.63,1.66,1.92,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.64,1.63,1.65,1.79,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.62,1.61,1.63,1.74,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.65,1.64,1.68,1.76,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.02,1.98,2.24,2.36,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.05,2.01,2.24,2.39,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.63,2.59,2.78,2.92,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.76,2.72,2.91,3.05,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.97,2.93,3.13,3.25,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.8,3.83,4.04,4.46,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.12,5.1,5.32,5.82,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.55,7.48,8.06,8.56,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.18,15.99,16.3,19.42,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.82,26.74,27.0,28.92,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.03,132.91,133.8,135.32,intel2024a,OFF,4,4,collective-osu_allreduce
131072,53.15,52.88,53.58,57.84,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.48,68.42,68.91,69.44,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.21,120.04,120.72,122.18,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,206.21,206.24,209.78,211.76,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.64,1.62,1.65,2.13,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.64,1.62,1.64,2.01,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.63,1.61,1.63,1.91,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.66,1.65,1.68,1.88,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.07,2.06,2.21,2.37,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.11,2.1,2.31,2.46,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.65,2.64,2.78,3.0,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.79,2.8,2.87,3.06,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.99,2.96,3.12,3.26,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.83,3.88,4.06,4.38,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.2,5.18,5.45,5.98,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.21,7.17,7.36,8.37,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.09,16.0,16.24,17.89,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.83,26.76,27.12,28.09,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.03,132.94,133.52,134.4,intel2024a,OFF,4,4,collective-osu_allreduce
131072,53.25,52.89,54.48,56.13,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.12,68.08,68.43,69.02,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.2,120.0,120.67,124.22,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,209.1,209.16,211.6,215.92,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.64,1.62,1.65,1.85,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.63,1.62,1.64,1.77,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.62,1.61,1.63,1.69,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.66,1.65,1.68,1.82,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.05,2.01,2.26,2.37,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.08,2.05,2.26,2.42,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.65,2.61,2.8,2.93,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.77,2.73,2.93,3.1,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.98,2.94,3.13,3.29,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.79,3.82,4.04,4.37,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.15,5.13,5.34,5.88,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.39,7.27,7.9,8.48,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.1,15.97,16.2,18.79,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.74,26.65,26.93,28.86,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.41,133.24,134.21,135.23,intel2024a,OFF,4,4,collective-osu_allreduce
131072,53.1,52.82,53.96,56.36,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.24,68.16,68.64,69.19,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.18,119.9,120.62,123.7,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,205.17,205.07,209.94,214.07,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.63,1.62,1.65,1.93,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.63,1.62,1.64,1.82,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.61,1.61,1.63,1.76,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.65,1.65,1.68,1.84,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.03,1.99,2.24,2.36,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.08,2.05,2.27,2.45,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.64,2.6,2.79,2.91,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.77,2.73,2.92,3.04,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.97,2.93,3.13,3.26,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.83,3.86,4.06,4.69,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.17,5.16,5.39,5.86,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.36,7.24,7.82,8.29,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.1,16.01,16.27,17.83,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.77,26.61,27.02,29.7,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.34,133.18,133.87,135.95,intel2024a,OFF,4,4,collective-osu_allreduce
131072,52.95,52.68,53.71,55.27,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.57,68.49,68.83,69.81,intel2024a,OFF,4,4,collective-osu_allreduce
524288,120.18,119.85,120.69,123.56,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,207.21,207.48,211.49,214.33,intel2024a,OFF,4,4,collective-osu_allreduce
4,1.65,1.63,1.66,1.84,intel2024a,OFF,4,4,collective-osu_allreduce
8,1.63,1.62,1.64,1.81,intel2024a,OFF,4,4,collective-osu_allreduce
16,1.62,1.61,1.64,1.88,intel2024a,OFF,4,4,collective-osu_allreduce
32,1.66,1.65,1.69,1.82,intel2024a,OFF,4,4,collective-osu_allreduce
64,2.03,1.98,2.26,2.39,intel2024a,OFF,4,4,collective-osu_allreduce
128,2.06,2.03,2.26,2.39,intel2024a,OFF,4,4,collective-osu_allreduce
256,2.62,2.58,2.79,2.88,intel2024a,OFF,4,4,collective-osu_allreduce
512,2.75,2.71,2.93,3.0,intel2024a,OFF,4,4,collective-osu_allreduce
1024,2.97,2.93,3.14,3.23,intel2024a,OFF,4,4,collective-osu_allreduce
2048,3.81,3.86,4.06,4.51,intel2024a,OFF,4,4,collective-osu_allreduce
4096,5.18,5.13,5.45,5.99,intel2024a,OFF,4,4,collective-osu_allreduce
8192,7.19,7.17,7.34,7.97,intel2024a,OFF,4,4,collective-osu_allreduce
16384,16.16,15.99,16.37,18.77,intel2024a,OFF,4,4,collective-osu_allreduce
32768,26.83,26.73,27.03,29.66,intel2024a,OFF,4,4,collective-osu_allreduce
65536,133.39,133.14,134.16,136.34,intel2024a,OFF,4,4,collective-osu_allreduce
131072,53.07,52.71,53.98,57.71,intel2024a,OFF,4,4,collective-osu_allreduce
262144,68.51,68.43,68.96,69.84,intel2024a,OFF,4,4,collective-osu_allreduce
524288,121.08,120.02,120.82,131.85,intel2024a,OFF,4,4,collective-osu_allreduce
1048576,207.67,208.62,211.96,215.08,intel2024a,OFF,4,4,collective-osu_allreduce
1,3.03,2.87,3.7,4.37,intel2024a,OFF,4,8,collective-osu_allgather
2,2.84,2.82,2.86,3.16,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.82,2.85,3.11,intel2024a,OFF,4,8,collective-osu_allgather
8,2.88,2.87,2.9,3.16,intel2024a,OFF,4,8,collective-osu_allgather
16,3.28,3.28,3.4,3.63,intel2024a,OFF,4,8,collective-osu_allgather
32,3.44,3.43,3.54,3.81,intel2024a,OFF,4,8,collective-osu_allgather
64,3.65,3.63,3.72,4.02,intel2024a,OFF,4,8,collective-osu_allgather
128,4.35,4.34,4.43,4.61,intel2024a,OFF,4,8,collective-osu_allgather
256,4.59,4.58,4.66,4.83,intel2024a,OFF,4,8,collective-osu_allgather
512,5.55,5.51,5.7,6.01,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.1,7.07,7.25,7.64,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.8,8.81,9.0,9.78,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.35,12.32,12.67,13.75,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.98,18.91,19.47,21.18,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.19,29.15,29.71,30.98,intel2024a,OFF,4,8,collective-osu_allgather
32768,47.08,46.91,47.97,49.98,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.18,82.85,84.69,87.27,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.61,158.25,160.59,162.91,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.49,315.74,319.77,322.77,intel2024a,OFF,4,8,collective-osu_allgather
524288,611.41,611.05,613.95,630.17,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1269.94,1209.11,1358.93,1505.94,intel2024a,OFF,4,8,collective-osu_allgather
1,3.03,2.88,3.67,4.3,intel2024a,OFF,4,8,collective-osu_allgather
2,2.86,2.83,2.86,3.41,intel2024a,OFF,4,8,collective-osu_allgather
4,2.84,2.83,2.85,3.32,intel2024a,OFF,4,8,collective-osu_allgather
8,2.89,2.88,2.9,3.11,intel2024a,OFF,4,8,collective-osu_allgather
16,3.2,3.19,3.28,3.48,intel2024a,OFF,4,8,collective-osu_allgather
32,3.43,3.41,3.51,3.81,intel2024a,OFF,4,8,collective-osu_allgather
64,3.66,3.64,3.72,4.0,intel2024a,OFF,4,8,collective-osu_allgather
128,4.34,4.32,4.44,4.69,intel2024a,OFF,4,8,collective-osu_allgather
256,4.59,4.58,4.67,4.84,intel2024a,OFF,4,8,collective-osu_allgather
512,5.55,5.53,5.68,5.95,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.09,7.04,7.21,8.17,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.79,8.8,9.03,9.82,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.41,12.34,12.73,14.85,intel2024a,OFF,4,8,collective-osu_allgather
8192,19.0,18.92,19.46,21.19,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.28,29.2,29.95,30.35,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.99,46.81,47.82,49.12,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.04,82.78,83.78,88.09,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.47,158.12,159.92,163.84,intel2024a,OFF,4,8,collective-osu_allgather
262144,315.63,315.42,317.16,320.92,intel2024a,OFF,4,8,collective-osu_allgather
524288,612.83,611.26,613.63,630.86,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1307.86,1343.09,1523.46,1533.21,intel2024a,OFF,4,8,collective-osu_allgather
1,3.04,2.87,3.69,4.3,intel2024a,OFF,4,8,collective-osu_allgather
2,2.85,2.82,2.85,3.27,intel2024a,OFF,4,8,collective-osu_allgather
4,2.88,2.81,2.84,3.17,intel2024a,OFF,4,8,collective-osu_allgather
8,2.88,2.87,2.9,3.12,intel2024a,OFF,4,8,collective-osu_allgather
16,3.3,3.3,3.4,3.61,intel2024a,OFF,4,8,collective-osu_allgather
32,3.43,3.41,3.49,3.94,intel2024a,OFF,4,8,collective-osu_allgather
64,3.65,3.63,3.72,4.04,intel2024a,OFF,4,8,collective-osu_allgather
128,4.36,4.34,4.42,4.69,intel2024a,OFF,4,8,collective-osu_allgather
256,4.58,4.57,4.66,4.86,intel2024a,OFF,4,8,collective-osu_allgather
512,5.56,5.54,5.67,5.93,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.11,7.07,7.24,8.06,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.82,8.83,9.01,10.36,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.36,12.32,12.68,14.18,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.92,18.84,19.37,20.62,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.22,29.12,29.81,30.68,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.9,46.82,47.68,48.79,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.03,82.71,84.47,86.3,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.38,158.08,159.59,162.84,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.16,315.7,318.31,324.4,intel2024a,OFF,4,8,collective-osu_allgather
524288,610.2,610.28,614.04,617.7,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1339.66,1347.41,1525.35,1530.03,intel2024a,OFF,4,8,collective-osu_allgather
1,3.02,2.89,3.65,4.3,intel2024a,OFF,4,8,collective-osu_allgather
2,2.86,2.83,2.86,3.34,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.82,2.85,3.1,intel2024a,OFF,4,8,collective-osu_allgather
8,2.88,2.88,2.91,3.17,intel2024a,OFF,4,8,collective-osu_allgather
16,3.2,3.18,3.31,3.56,intel2024a,OFF,4,8,collective-osu_allgather
32,3.44,3.41,3.52,4.0,intel2024a,OFF,4,8,collective-osu_allgather
64,3.66,3.63,3.79,4.19,intel2024a,OFF,4,8,collective-osu_allgather
128,4.47,4.36,4.46,4.67,intel2024a,OFF,4,8,collective-osu_allgather
256,4.6,4.58,4.69,4.84,intel2024a,OFF,4,8,collective-osu_allgather
512,5.56,5.52,5.72,6.08,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.09,7.03,7.26,7.78,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.8,8.8,9.04,10.94,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.32,12.27,12.66,13.78,intel2024a,OFF,4,8,collective-osu_allgather
8192,19.1,18.89,19.42,21.24,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.3,29.18,30.0,30.74,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.95,46.91,47.62,48.75,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.16,82.77,84.72,87.52,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.52,158.08,160.07,162.79,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.33,315.9,318.85,320.57,intel2024a,OFF,4,8,collective-osu_allgather
524288,610.99,610.78,613.45,616.41,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1328.7,1212.86,1526.72,1532.38,intel2024a,OFF,4,8,collective-osu_allgather
1,3.03,2.88,3.65,4.26,intel2024a,OFF,4,8,collective-osu_allgather
2,2.84,2.82,2.85,3.13,intel2024a,OFF,4,8,collective-osu_allgather
4,2.84,2.82,2.85,3.22,intel2024a,OFF,4,8,collective-osu_allgather
8,2.89,2.87,2.91,3.2,intel2024a,OFF,4,8,collective-osu_allgather
16,3.32,3.31,3.4,3.64,intel2024a,OFF,4,8,collective-osu_allgather
32,3.43,3.41,3.51,4.01,intel2024a,OFF,4,8,collective-osu_allgather
64,3.66,3.65,3.71,3.95,intel2024a,OFF,4,8,collective-osu_allgather
128,4.36,4.34,4.43,4.61,intel2024a,OFF,4,8,collective-osu_allgather
256,4.6,4.59,4.67,4.81,intel2024a,OFF,4,8,collective-osu_allgather
512,5.57,5.55,5.69,5.89,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.1,7.07,7.25,7.79,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.79,8.81,9.01,10.12,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.39,12.35,12.7,14.13,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.99,18.92,19.44,21.04,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.31,29.17,30.05,31.04,intel2024a,OFF,4,8,collective-osu_allgather
32768,47.02,46.84,47.84,49.11,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.41,83.14,84.67,87.34,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.6,158.18,160.46,162.53,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.89,316.05,318.78,333.98,intel2024a,OFF,4,8,collective-osu_allgather
524288,610.18,610.05,612.99,615.94,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1368.53,1368.37,1528.28,1535.36,intel2024a,OFF,4,8,collective-osu_allgather
1,3.02,2.88,3.69,4.25,intel2024a,OFF,4,8,collective-osu_allgather
2,2.87,2.82,2.85,3.24,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.82,2.85,3.14,intel2024a,OFF,4,8,collective-osu_allgather
8,2.91,2.87,2.9,3.24,intel2024a,OFF,4,8,collective-osu_allgather
16,3.35,3.29,3.36,3.54,intel2024a,OFF,4,8,collective-osu_allgather
32,3.42,3.41,3.49,3.73,intel2024a,OFF,4,8,collective-osu_allgather
64,4.11,3.64,3.7,3.95,intel2024a,OFF,4,8,collective-osu_allgather
128,4.34,4.33,4.41,4.56,intel2024a,OFF,4,8,collective-osu_allgather
256,4.58,4.56,4.64,4.94,intel2024a,OFF,4,8,collective-osu_allgather
512,5.57,5.55,5.69,6.13,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.12,7.09,7.24,7.97,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.84,8.83,9.05,11.3,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.39,12.34,12.73,13.79,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.99,18.92,19.49,20.98,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.26,29.18,29.95,30.98,intel2024a,OFF,4,8,collective-osu_allgather
32768,47.01,46.9,47.69,48.37,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.05,82.82,84.09,85.76,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.37,157.89,159.96,164.6,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.34,315.85,318.23,325.48,intel2024a,OFF,4,8,collective-osu_allgather
524288,610.94,610.45,613.64,617.49,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1323.14,1353.26,1502.53,1530.55,intel2024a,OFF,4,8,collective-osu_allgather
1,3.06,2.88,3.7,4.32,intel2024a,OFF,4,8,collective-osu_allgather
2,2.87,2.83,2.86,3.26,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.82,2.85,3.05,intel2024a,OFF,4,8,collective-osu_allgather
8,2.89,2.89,2.92,3.06,intel2024a,OFF,4,8,collective-osu_allgather
16,3.25,3.25,3.35,3.54,intel2024a,OFF,4,8,collective-osu_allgather
32,3.43,3.4,3.52,3.85,intel2024a,OFF,4,8,collective-osu_allgather
64,4.11,3.64,3.72,4.09,intel2024a,OFF,4,8,collective-osu_allgather
128,4.35,4.33,4.45,4.66,intel2024a,OFF,4,8,collective-osu_allgather
256,4.58,4.57,4.67,4.85,intel2024a,OFF,4,8,collective-osu_allgather
512,5.57,5.53,5.73,6.01,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.11,7.07,7.25,7.9,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.78,8.8,9.0,9.82,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.35,12.32,12.7,13.91,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.89,18.81,19.36,21.35,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.23,29.14,29.97,30.49,intel2024a,OFF,4,8,collective-osu_allgather
32768,47.01,46.86,47.92,49.46,intel2024a,OFF,4,8,collective-osu_allgather
65536,82.87,82.7,83.75,84.98,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.28,157.98,159.5,162.03,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.3,315.77,318.3,321.68,intel2024a,OFF,4,8,collective-osu_allgather
524288,608.83,609.56,612.98,618.28,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1292.63,1210.79,1503.32,1526.67,intel2024a,OFF,4,8,collective-osu_allgather
1,3.03,2.87,3.71,4.33,intel2024a,OFF,4,8,collective-osu_allgather
2,2.84,2.82,2.85,3.15,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.82,2.85,3.02,intel2024a,OFF,4,8,collective-osu_allgather
8,2.87,2.86,2.89,3.13,intel2024a,OFF,4,8,collective-osu_allgather
16,3.24,3.23,3.34,3.51,intel2024a,OFF,4,8,collective-osu_allgather
32,3.42,3.4,3.49,3.98,intel2024a,OFF,4,8,collective-osu_allgather
64,3.65,3.64,3.71,3.87,intel2024a,OFF,4,8,collective-osu_allgather
128,4.35,4.34,4.43,4.67,intel2024a,OFF,4,8,collective-osu_allgather
256,4.69,4.57,4.67,4.9,intel2024a,OFF,4,8,collective-osu_allgather
512,5.55,5.51,5.64,6.2,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.08,7.04,7.22,7.84,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.8,8.81,9.02,9.93,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.39,12.35,12.71,14.04,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.96,18.86,19.45,20.72,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.3,29.24,30.07,30.55,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.92,46.72,47.9,48.41,intel2024a,OFF,4,8,collective-osu_allgather
65536,82.93,82.73,84.0,85.07,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.69,158.25,159.65,164.8,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.37,315.69,318.96,322.22,intel2024a,OFF,4,8,collective-osu_allgather
524288,612.81,610.68,614.26,621.74,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1325.56,1345.3,1525.44,1531.94,intel2024a,OFF,4,8,collective-osu_allgather
1,3.03,2.88,3.67,4.26,intel2024a,OFF,4,8,collective-osu_allgather
2,2.85,2.83,2.86,3.15,intel2024a,OFF,4,8,collective-osu_allgather
4,2.84,2.84,2.86,3.1,intel2024a,OFF,4,8,collective-osu_allgather
8,2.89,2.88,2.91,3.16,intel2024a,OFF,4,8,collective-osu_allgather
16,3.24,3.23,3.33,3.47,intel2024a,OFF,4,8,collective-osu_allgather
32,3.42,3.4,3.5,3.84,intel2024a,OFF,4,8,collective-osu_allgather
64,3.65,3.63,3.71,3.99,intel2024a,OFF,4,8,collective-osu_allgather
128,4.34,4.33,4.42,4.52,intel2024a,OFF,4,8,collective-osu_allgather
256,4.6,4.58,4.68,4.88,intel2024a,OFF,4,8,collective-osu_allgather
512,5.56,5.52,5.7,6.01,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.09,7.06,7.26,7.51,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.8,8.8,8.99,10.76,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.35,12.31,12.66,14.23,intel2024a,OFF,4,8,collective-osu_allgather
8192,18.99,18.9,19.51,21.51,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.42,29.32,30.15,31.35,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.97,46.75,47.68,48.64,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.25,82.97,84.58,86.53,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.68,158.1,160.32,164.63,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.4,315.75,317.84,321.93,intel2024a,OFF,4,8,collective-osu_allgather
